orderid,customerid,productid,orderdate,quantity,orderamt,salesrep
20334,TS4266,A802a,2024-04-22,9043,91967.31,Harry
20335,OF1425,W8931,2024-04-22,11064,500314.08,Leslie
20336,OM8279,W8931,2024-04-22,11352,513337.44,Zuri
20337,TM4374,BC111d,2024-04-22,217,13731.76,Róisín
20338,MD4706,Q28R3,2024-04-22,11110,1959026.3,Zuri
20339,SB0048,BC111d,2024-04-22,7755,490736.4,Leslie
20340,AR4667,A802a,2024-04-22,425,4322.25,Róisín
20341,TM3521,A802a,2024-04-22,9664,98282.88,Leslie
20342,AI3651,Q28R3,2024-04-23,9227,1626996.91,Leslie
20343,OS9656,BC111d,2024-04-23,278,17591.84,Róisín
20344,AI3651,JQ9322,2024-04-23,147,3673.53,Leslie
20345,MD4706,BC111d,2024-04-23,255,16136.4,Zuri
20346,TF4085,Q28R3,2024-04-23,9148,1613066.84,Ravi
20347,TM3521,BC111d,2024-04-23,262,16579.36,Zuri
20348,MC7659,A802a,2024-04-23,9630,97937.1,Ravi
20349,OF1425,BC111d,2024-04-24,402,25438.56,Ravi
20350,AD1457,JQ9322,2024-04-24,11114,277738.86,Róisín
20351,OS8224,A802a,2024-04-24,193,1962.81,Ravi
20352,AI3651,A802a,2024-04-24,10711,108930.87,Leslie
20353,QE1185,W8931,2024-04-24,10668,482406.96,Ravi
20354,SB9448,W8931,2024-04-24,9544,431579.68,Ravi
20355,SC9489,BC111d,2024-04-24,256,16199.68,Róisín
20356,OI5050,W8931,2024-04-24,11520,520934.4,Róisín
20357,QS2174,W8931,2024-04-24,367,16595.74,Liam
20358,TF6550,BC111d,2024-04-24,11020,697345.6,Leslie
20359,OS4150,A802a,2024-04-24,38,386.46,Zuri
20360,MD4706,A802a,2024-04-26,458,4657.86,Zuri
20361,QS2174,A802a,2024-04-26,37,376.29,Ravi
20362,OM8279,W8931,2024-04-26,7497,339014.34,Zuri
20363,QE1185,W8931,2024-04-26,181,8184.82,Róisín
20364,OM8279,Q28R3,2024-04-26,756,133305.48,Zuri
20365,SC9489,A802a,2024-04-26,627,6376.59,Ravi
20366,SV2319,BC111d,2024-04-26,215,13605.2,Zuri
20367,TM4374,A802a,2024-04-26,10351,105269.67,Harry
20368,QS2174,BC111d,2024-04-26,368,23287.04,Leslie
20369,OM8279,W8931,2024-04-26,384,17364.48,Liam
20370,QS2174,A802a,2024-04-28,11184,113741.28,Leslie
20371,AD1457,BC111d,2024-04-29,7504,474853.12,Róisín
20372,MC7659,A802a,2024-04-29,11070,112581.9,Ravi
20373,OF1425,A802a,2024-04-29,425,4322.25,Leslie
20374,SS3300,A802a,2024-04-29,305,3101.85,Róisín
20375,AD1457,A802a,2024-04-29,331,3366.27,Ravi
20376,OF1425,JQ9322,2024-04-29,411,10270.89,Ravi
20377,MD4706,A802a,2024-04-30,560,5695.2,Zuri
20378,OF1425,BC111d,2024-04-30,12166,769864.48,Róisín
20379,AM4609,A802a,2024-04-30,11020,112073.4,Leslie
20380,AM4609,W8931,2024-04-30,11832,535043.04,Róisín
20381,AM4609,A802a,2024-04-30,11082,112703.94,Zuri
20382,SC8893,W8931,2024-04-30,9225,417154.5,Róisín
20383,QS2917,W8931,2024-05-01,321,14515.62,Leslie
20384,OS6792,R9S10,2024-05-01,351,15384.33,Harry
20385,SC8893,A802a,2024-05-01,552,5613.84,Ravi
20386,TS4266,BC111d,2024-05-01,8556,541423.68,Róisín
20387,AD1457,R9S10,2024-05-01,539,23624.37,Ravi
20388,AI3651,BC111d,2024-05-01,6367,402903.76,Róisín
20389,AD1457,A802a,2024-05-02,8638,87848.46,Leslie
20390,OM8279,Q28R3,2024-05-02,11861,2091450.13,Róisín
20391,AD1457,A802a,2024-05-02,11143,113324.31,Róisín
20392,QS2917,JQ9322,2024-05-02,10620,265393.8,Ravi
20393,AD1457,A802a,2024-05-02,543,5522.31,Ravi
20394,SS3300,A802a,2024-05-02,6033,61355.61,Zuri
20395,AH4803,W8931,2024-05-02,136,6149.92,Ravi
20396,OM8279,BC111d,2024-05-02,533,33728.24,Zuri
20397,OI7366,BC111d,2024-05-02,11130,704306.4,Róisín
20398,SI4896,W8931,2024-05-02,10503,474945.66,Róisín
20399,OS4150,A802a,2024-05-03,107,1088.19,Róisín
20400,SC9489,A802a,2024-05-03,9949,101181.33,Ravi
20401,SV2319,A802a,2024-05-03,469,4769.73,Ravi
20402,TF6550,W8931,2024-05-03,477,21569.94,Ravi
20403,AI3651,A802a,2024-05-04,9616,97794.72,Ravi
20404,CD7311,BC111d,2024-05-04,636,40246.08,Ravi
20405,OI7366,Q28R3,2024-05-05,8052,1419809.16,Róisín
20406,TF4085,JQ9322,2024-05-06,331,8271.69,Ravi
20407,AD1457,BC111d,2024-05-06,538,34044.64,Ravi
20408,OS4150,BC111d,2024-05-06,6797,430114.16,Róisín
20409,CE4482,W8931,2024-05-06,11951,540424.22,Ravi
20410,AM4609,A802a,2024-05-06,10469,106469.73,Zuri
20411,CD7311,W8931,2024-05-06,9721,439583.62,Róisín
20412,NS7598,BC111d,2024-05-06,534,33791.52,Ravi
20413,OS4150,A802a,2024-05-06,615,6254.55,Harry
20414,QS2917,BC111d,2024-05-06,10194,645076.32,Zuri
20415,OS4150,JQ9322,2024-05-06,11170,279138.3,Liam
20416,SS3300,A802a,2024-05-06,359,3651.03,Harry
20417,OI5050,BC111d,2024-05-07,16043,1015201.04,Róisín
20418,AH4803,A802a,2024-05-07,11709,119080.53,Ravi
20419,MC7659,BC111d,2024-05-07,10915,690701.2,Ravi
20420,AM4609,A802a,2024-05-07,219,2227.23,Liam
20421,QS2917,A802a,2024-05-07,9744,99096.48,Róisín
20422,SV2319,A802a,2024-05-07,9760,99259.2,Róisín
20423,TS4266,R9S10,2024-05-08,11095,486293.85,Ravi
20424,AD1457,W8931,2024-05-08,6053,273716.66,Róisín
20425,CE4482,BC111d,2024-05-08,10936,692030.08,Ravi
20426,TF6550,W8931,2024-05-08,12307,556522.54,Harry
20427,NV2970,W8931,2024-05-08,189,8546.58,Leslie
20428,OI5050,BC111d,2024-05-08,35,2214.8,Róisín
20429,OS4150,W8931,2024-05-08,111,5019.42,Zuri
20430,TS4266,BC111d,2024-05-09,680,43030.4,Leslie
20431,OS9656,W8931,2024-05-09,21,949.62,Róisín
20432,QS2174,W8931,2024-05-09,414,18721.08,Ravi
20433,OS4150,JQ9322,2024-05-09,337,8421.63,Róisín
20434,NV2970,A802a,2024-05-09,480,4881.6,Róisín
20435,OM8279,Q28R3,2024-05-09,146,25744.18,Zuri
20436,QS2174,BC111d,2024-05-09,396,25058.88,Ravi
20437,OM8279,Q28R3,2024-05-09,409,72118.97,Harry
20438,OS6792,BC111d,2024-05-09,9798,620017.44,Ravi
20439,OF1425,A802a,2024-05-09,413,4200.21,Liam
20440,SS3300,A802a,2024-05-10,479,4871.43,Ravi
20441,AS7990,BC111d,2024-05-10,200,12656.0,Ravi
20442,SV2319,W8931,2024-05-10,11451,517814.22,Ravi
20443,SB9448,A802a,2024-05-10,471,4790.07,Ravi
20444,AM4609,A802a,2024-05-11,11839,120402.63,Zuri
20445,OM8279,Q28R3,2024-05-13,10186,1796097.38,Róisín
20446,OS9656,JQ9322,2024-05-13,348,8696.52,Róisín
20447,TS4266,W8931,2024-05-13,498,22519.56,Liam
20448,TM3521,A802a,2024-05-13,680,6915.6,Zuri
20449,DS7471,A802a,2024-05-13,7974,81095.58,Leslie
20450,SI4896,BC111d,2024-05-13,507,32082.96,Róisín
20451,OM8279,W8931,2024-05-13,630,28488.6,Róisín
20452,TS4266,Q28R3,2024-05-13,9441,1664731.53,Liam
20453,MC7659,A802a,2024-05-14,311,3162.87,Ravi
20454,MD4706,BC111d,2024-05-14,51,3227.28,Zuri
20455,MC7659,A802a,2024-05-14,344,3498.48,Róisín
20456,TM4374,A802a,2024-05-14,6164,62687.88,Ravi
20457,SB0048,A802a,2024-05-14,9192,93482.64,Leslie
20458,MD4706,A802a,2024-05-14,7077,71973.09,Zuri
20459,OS8224,A802a,2024-05-14,10178,103510.26,Ravi
20460,OS9656,A802a,2024-05-14,146,1484.82,Róisín
20461,TS4266,A802a,2024-05-15,11028,112154.76,Leslie
20462,AR4667,W8931,2024-05-15,149,6737.78,Ravi
20463,AM4609,A802a,2024-05-15,8323,84644.91,Róisín
20464,SV2319,BC111d,2024-05-15,9848,623181.44,Ravi
20465,AM4609,A802a,2024-05-15,6888,70050.96,Zuri
20466,TS4266,A802a,2024-05-15,30,305.1,Róisín
20467,TM4374,BC111d,2024-05-15,12242,774673.76,Róisín
20468,SS3300,A802a,2024-05-15,11410,116039.7,Róisín
20469,SB9448,BC111d,2024-05-15,11161,706268.08,Leslie
20470,SB0048,A802a,2024-05-16,7756,78878.52,Leslie
20471,QS2174,A802a,2024-05-16,356,3620.52,Ravi
20472,SB9448,A802a,2024-05-16,109,1108.53,Ravi
20473,SI4896,A802a,2024-05-16,3,30.51,Róisín
20474,AD1457,A802a,2024-05-16,669,6803.73,Ravi
20475,TS4266,W8931,2024-05-17,11289,510488.58,Leslie
20476,SS3300,JQ9322,2024-05-17,195,4873.05,Liam
20477,OS4150,W8931,2024-05-17,47,2125.34,Zuri
20478,OS8224,BC111d,2024-05-17,12536,793278.08,Róisín
20479,NS7598,A802a,2024-05-17,6675,67884.75,Leslie
20480,TS4266,BC111d,2024-05-17,8664,548257.92,Zuri
20481,MC7659,Q28R3,2024-05-20,390,68768.7,Ravi
20482,SC8893,A802a,2024-05-20,10117,102889.89,Ravi
20483,AR4667,W8931,2024-05-20,5968,269872.96,Zuri
20484,OS6792,A802a,2024-05-20,10476,106540.92,Liam
20485,SC9489,A802a,2024-05-20,520,5288.4,Róisín
20486,OS6792,A802a,2024-05-20,201,2044.17,Ravi
20487,SS3300,W8931,2024-05-20,203,9179.66,Ravi
20488,OS4150,A802a,2024-05-20,9345,95038.65,Leslie
20489,SV2319,A802a,2024-05-21,6298,64050.66,Ravi
20490,OI5050,W8931,2024-05-21,8268,373878.96,Róisín
20491,OM8279,A802a,2024-05-21,10545,107242.65,Zuri
20492,OM8279,A802a,2024-05-21,8133,82712.61,Leslie
20493,MD4706,W8931,2024-05-21,235,10626.7,Zuri
20494,NS7598,BC111d,2024-05-21,547,34614.16,Leslie
20495,DS7471,BC111d,2024-05-21,196,12402.88,Leslie
20496,SB1511,W8931,2024-05-22,13114,593015.08,Leslie
20497,OS8224,W8931,2024-05-22,9263,418872.86,Ravi
20498,MD4706,W8931,2024-05-22,10694,483582.68,Zuri
20499,AH4803,A802a,2024-05-22,280,2847.6,Ravi
20500,AD1457,Q28R3,2024-05-22,167,29447.11,Róisín
20501,OS9656,BC111d,2024-05-22,214,13541.92,Róisín
20502,MD4706,A802a,2024-05-22,435,4423.95,Zuri
20503,OS9656,BC111d,2024-05-22,6437,407333.36,Róisín
20504,AM4609,A802a,2024-05-22,6614,67264.38,Zuri
20505,CI2071,W8931,2024-05-23,9878,446683.16,Zuri
20506,OS9656,A802a,2024-05-23,8292,84329.64,Róisín
20507,OM8279,A802a,2024-05-23,8108,82458.36,Zuri
20508,CD7311,Q28R3,2024-05-23,10774,1899779.42,Ravi
20509,NS7598,A802a,2024-05-23,8173,83119.41,Leslie
20510,QE1185,A802a,2024-05-24,10434,106113.78,Ravi
20511,NV2970,A802a,2024-05-24,98,996.66,Leslie
20512,NS7598,A802a,2024-05-24,204,2074.68,Leslie
20513,CD7311,W8931,2024-05-24,202,9134.44,Róisín
20514,OS9656,A802a,2024-05-24,11188,113781.96,Ravi
20515,AH4803,A802a,2024-05-24,11726,119253.42,Róisín
20516,SS3300,JQ9322,2024-05-27,532,13294.68,Róisín
20517,AM4609,A802a,2024-05-27,13177,134010.09,Ravi
20518,SS3300,A802a,2024-05-27,10807,109907.19,Róisín
20519,SV2319,R9S10,2024-05-27,78,3418.74,Ravi
20520,OF1425,R9S10,2024-05-27,9823,430542.09,Róisín
20521,OS6792,Q28R3,2024-05-28,10821,1908066.93,Ravi
20522,OI5050,A802a,2024-05-28,176,1789.92,Leslie
20523,OM8279,A802a,2024-05-28,439,4464.63,Leslie
20524,TM3521,A802a,2024-05-28,1,10.17,Liam
20525,SS3300,A802a,2024-05-28,499,5074.83,Harry
20526,MD4706,JQ9322,2024-05-28,456,11395.44,Leslie
20527,AM4609,A802a,2024-05-28,222,2257.74,Zuri
20528,AI3651,A802a,2024-05-28,14,142.38,Leslie
20529,TF4085,A802a,2024-05-28,643,6539.31,Ravi
20530,SC9489,A802a,2024-05-29,411,4179.87,Róisín
20531,QS2174,JQ9322,2024-05-29,12965,323995.35,Róisín
20532,AD1457,W8931,2024-05-29,6447,291533.34,Ravi
20533,OF1425,A802a,2024-05-29,10638,108188.46,Liam
20534,AM4609,A802a,2024-05-29,339,3447.63,Leslie
20535,SS3300,A802a,2024-05-29,480,4881.6,Ravi
20536,SC8893,W8931,2024-05-29,12621,570721.62,Róisín
20537,SV2319,A802a,2024-05-29,348,3539.16,Ravi
20538,MD4706,BC111d,2024-05-30,9964,630521.92,Zuri
20539,OS6792,BC111d,2024-05-30,11276,713545.28,Róisín
20540,TF4085,BC111d,2024-05-30,88,5568.64,Ravi
20541,AD1457,W8931,2024-05-30,232,10491.04,Liam
20542,NS7598,A802a,2024-05-30,248,2522.16,Zuri
20543,AM4609,W8931,2024-05-30,9691,438227.02,Leslie
20544,SB9448,W8931,2024-05-31,9088,410959.36,Róisín
20545,MM9297,A802a,2024-05-31,12168,123748.56,Zuri
20546,AM4609,BC111d,2024-05-31,176,11137.28,Róisín
20547,AD1457,Q28R3,2024-05-31,10665,1880559.45,Ravi
20548,QS2174,A802a,2024-05-31,95,966.15,Zuri
20549,TS4266,W8931,2024-05-31,10432,471735.04,Leslie
20550,CD7311,BC111d,2024-05-31,12749,806756.72,Ravi
20551,OS9656,A802a,2024-06-01,197,2003.49,Liam
20552,AI3651,W8931,2024-06-03,11543,521974.46,Leslie
20553,AM4609,JQ9322,2024-06-03,7304,182526.96,Leslie
20554,AM4609,W8931,2024-06-03,338,15284.36,Róisín
20555,TF4085,A802a,2024-06-03,10605,107852.85,Leslie
20556,SC9489,A802a,2024-06-03,13353,135800.01,Róisín
20557,SV2319,A802a,2024-06-03,9318,94764.06,Ravi
20558,MM9297,W8931,2024-06-04,7453,337024.66,Zuri
20559,MC7659,Q28R3,2024-06-04,295,52017.35,Ravi
20560,TF6550,BC111d,2024-06-04,794,50244.32,Róisín
20561,SC8893,W8931,2024-06-04,163,7370.86,Ravi
20562,SC8893,A802a,2024-06-04,9933,101018.61,Ravi
20563,MC7659,W8931,2024-06-04,628,28398.16,Liam
20564,QS2917,A802a,2024-06-05,9956,101252.52,Liam
20565,SS3300,Q28R3,2024-06-05,10834,1910359.22,Ravi
20566,AD1457,JQ9322,2024-06-05,10118,252848.82,Zuri
20567,OS6792,A802a,2024-06-05,8932,90838.44,Ravi
20568,SC8893,BC111d,2024-06-05,6841,432898.48,Ravi
20569,CE4482,W8931,2024-06-05,4705,212760.1,Róisín
20570,OS4150,BC111d,2024-06-05,9127,577556.56,Zuri
20571,OS4150,W8931,2024-06-05,8548,386540.56,Zuri
20572,CE4482,A802a,2024-06-06,108,1098.36,Róisín
20573,TM4374,A802a,2024-06-06,657,6681.69,Róisín
20574,MD4706,W8931,2024-06-06,8659,391559.98,Róisín
20575,OF1425,A802a,2024-06-06,314,3193.38,Ravi
20576,SB9448,BC111d,2024-06-06,439,27779.92,Leslie
20577,OS6792,EE05x,2024-06-06,8231,2988017.62,Róisín
20578,SS3300,JQ9322,2024-06-06,9285,232032.15,Ravi
20579,MC7659,A802a,2024-06-06,487,4952.79,Ravi
20580,OI5050,A802a,2024-06-06,290,2949.3,Ravi
20581,OS8224,W8931,2024-06-07,508,22971.76,Harry
20582,OF1425,BC111d,2024-06-07,9061,573380.08,Róisín
20583,OI5050,A802a,2024-06-07,10070,102411.9,Ravi
20584,OF1425,W8931,2024-06-07,103,4657.66,Zuri
20585,MD4706,A802a,2024-06-07,142,1444.14,Zuri
20586,SC8893,BC111d,2024-06-07,383,24236.24,Ravi
20587,MD4706,R9S10,2024-06-07,330,14463.9,Róisín
20588,OI7366,W8931,2024-06-07,348,15736.56,Róisín
20589,OS9656,BC111d,2024-06-09,7773,491875.44,Ravi
20590,SC8893,BC111d,2024-06-10,12246,774926.88,Róisín
20591,MD4706,JQ9322,2024-06-10,393,9821.07,Zuri
20592,AI3651,W8931,2024-06-10,11987,542052.14,Leslie
20593,OS6792,W8931,2024-06-10,499,22564.78,Ravi
20594,SB9448,W8931,2024-06-10,9410,425520.2,Leslie
20595,OS6792,BC111d,2024-06-10,80,5062.4,Róisín
20596,QS2917,R9S10,2024-06-10,466,20424.78,Liam
20597,OI5050,W8931,2024-06-10,404,18268.88,Zuri
20598,AH4803,Q28R3,2024-06-10,167,29447.11,Róisín
20599,OI7366,W8931,2024-06-10,516,23333.52,Róisín
20600,OS4150,A802a,2024-06-11,352,3579.84,Róisín
20601,QS2917,BC111d,2024-06-11,10975,694498.0,Leslie
20602,AM4609,A802a,2024-06-11,7030,71495.1,Leslie
20603,OM8279,W8931,2024-06-11,472,21343.84,Róisín
20604,AH4803,W8931,2024-06-11,11,497.42,Róisín
20605,AM4609,EE05x,2024-06-11,9285,3370640.7,Róisín
20606,AM4609,A802a,2024-06-11,61,620.37,Róisín
20607,QS2917,BC111d,2024-06-12,12230,773914.4,Liam
20608,OS4150,W8931,2024-06-12,10243,463188.46,Róisín
20609,CD7311,A802a,2024-06-12,725,7373.25,Harry
20610,SC9489,W8931,2024-06-12,108,4883.76,Harry
20611,TM3521,JQ9322,2024-06-12,10341,258421.59,Zuri
20612,NS7598,A802a,2024-06-12,22,223.74,Róisín
20613,CI2071,A802a,2024-06-12,10868,110527.56,Ravi
20614,OI7366,JQ9322,2024-06-12,313,7821.87,Ravi
20615,TF6550,BC111d,2024-06-12,55,3480.4,Ravi
20616,AH4803,A802a,2024-06-12,12631,128457.27,Róisín
20617,CE4482,JQ9322,2024-06-13,9335,233281.65,Leslie
20618,SC9489,A802a,2024-06-13,9436,95964.12,Róisín
20619,SS3300,JQ9322,2024-06-13,8588,214614.12,Zuri
20620,AI3651,A802a,2024-06-13,570,5796.9,Ravi
20621,OS4150,A802a,2024-06-13,504,5125.68,Zuri
20622,QS2174,A802a,2024-06-14,114,1159.38,Róisín
20623,OM8279,BC111d,2024-06-14,9596,607234.88,Zuri
20624,DS7471,W8931,2024-06-14,9931,449079.82,Harry
20625,TM4374,W8931,2024-06-14,270,12209.4,Róisín
20626,NS7598,A802a,2024-06-14,6859,69756.03,Ravi
20627,DS7471,BC111d,2024-06-14,340,21515.2,Leslie
20628,NS7598,A802a,2024-06-15,570,5796.9,Leslie
20629,MD4706,A802a,2024-06-15,10878,110629.26,Ravi
20630,OM8279,A802a,2024-06-17,591,6010.47,Ravi
20631,TF6550,A802a,2024-06-17,7662,77922.54,Ravi
20632,QS2917,JQ9322,2024-06-17,12655,316248.45,Leslie
20633,OS9656,BC111d,2024-06-17,13575,859026.0,Róisín
20634,OS9656,W8931,2024-06-17,9070,410145.4,Ravi
20635,SC9489,BC111d,2024-06-18,385,24362.8,Róisín
20636,MC7659,Q28R3,2024-06-18,334,58894.22,Leslie
20637,SC9489,JQ9322,2024-06-18,9082,226959.18,Róisín
20638,AH4803,Q28R3,2024-06-18,12378,2182612.74,Róisín
20639,SB9448,A802a,2024-06-18,86,874.62,Zuri
20640,SS3300,A802a,2024-06-19,147,1494.99,Zuri
20641,SC9489,BC111d,2024-06-19,12036,761638.08,Harry
20642,AH4803,A802a,2024-06-19,8671,88184.07,Zuri
20643,SV2319,A802a,2024-06-19,11797,119975.49,Róisín
20644,TF4085,JQ9322,2024-06-19,129,3223.71,Ravi
20645,MD4706,A802a,2024-06-19,13136,133593.12,Zuri
20646,AD1457,Q28R3,2024-06-19,9075,1600194.75,Zuri
20647,SS3300,BC111d,2024-06-19,312,19743.36,Róisín
20648,OS4150,W8931,2024-06-19,40,1808.8,Leslie
20649,OF1425,Q28R3,2024-06-19,200,35266.0,Zuri
20650,SS3300,A802a,2024-06-20,547,5562.99,Ravi
20651,AI3651,A802a,2024-06-20,634,6447.78,Zuri
20652,SS3300,A802a,2024-06-20,213,2166.21,Leslie
20653,MC7659,A802a,2024-06-20,292,2969.64,Ravi
20654,CD7311,A802a,2024-06-20,8364,85061.88,Liam
20655,TM3521,A802a,2024-06-20,268,2725.56,Róisín
20656,AM4609,A802a,2024-06-20,656,6671.52,Róisín
20657,AH4803,A802a,2024-06-20,9596,97591.32,Ravi
20658,SC9489,A802a,2024-06-20,12945,131650.65,Ravi
20659,OS8224,W8931,2024-06-21,389,17590.58,Róisín
20660,OI5050,A802a,2024-06-21,11025,112124.25,Zuri
20661,MC7659,JQ9322,2024-06-21,320,7996.8,Ravi
20662,TS4266,JQ9322,2024-06-21,380,9496.2,Zuri
20663,MD4706,Q28R3,2024-06-21,288,50783.04,Zuri
20664,OM8279,BC111d,2024-06-21,235,14870.8,Zuri
20665,MD4706,A802a,2024-06-21,415,4220.55,Zuri
20666,MC7659,JQ9322,2024-06-22,195,4873.05,Ravi
20667,DS7471,W8931,2024-06-24,603,27267.66,Leslie
20668,OM8279,W8931,2024-06-24,12788,578273.36,Róisín
20669,SC9489,W8931,2024-06-24,11052,499771.44,Ravi
20670,OS4150,A802a,2024-06-24,505,5135.85,Leslie
20671,OS6792,W8931,2024-06-25,9147,413627.34,Róisín
20672,SS3300,A802a,2024-06-25,357,3630.69,Róisín
20673,OS9656,W8931,2024-06-25,11211,506961.42,Róisín
20674,OM8279,A802a,2024-06-25,421,4281.57,Ravi
20675,TS4266,A802a,2024-06-25,8595,87411.15,Leslie
20676,AM4609,BC111d,2024-06-26,9714,614701.92,Róisín
20677,AD1457,BC111d,2024-06-26,815,51573.2,Ravi
20678,MC7659,A802a,2024-06-26,590,6000.3,Ravi
20679,SC9489,W8931,2024-06-26,449,20303.78,Ravi
20680,MC7659,W8931,2024-06-26,12277,555165.94,Róisín
20681,CE4482,W8931,2024-06-26,450,20349.0,Róisín
20682,OS9656,BC111d,2024-06-26,10109,639697.52,Ravi
20683,CE4482,BC111d,2024-06-26,8538,540284.64,Róisín
20684,TF4085,A802a,2024-06-27,443,4505.31,Ravi
20685,OI7366,Q28R3,2024-06-27,12,2115.96,Róisín
20686,OS9656,W8931,2024-06-27,53,2396.66,Ravi
20687,OI7366,W8931,2024-06-27,499,22564.78,Ravi
20688,CI2071,A802a,2024-06-27,115,1169.55,Zuri
20689,TS4266,A802a,2024-06-27,536,5451.12,Róisín
20690,AI3651,W8931,2024-06-27,10144,458711.68,Zuri
20691,MD4706,A802a,2024-06-27,405,4118.85,Zuri
20692,OS6792,W8931,2024-06-28,6847,309621.34,Róisín
20693,TF4085,A802a,2024-06-28,152,1545.84,Ravi
20694,OS6792,A802a,2024-06-28,422,4291.74,Liam
20695,SI4896,BC111d,2024-06-28,9526,602805.28,Ravi
20696,MC7659,A802a,2024-06-28,346,3518.82,Ravi
20697,MD4706,A802a,2024-06-28,7827,79600.59,Zuri
20698,MM9297,A802a,2024-06-28,222,2257.74,Harry
20699,OS4150,W8931,2024-06-30,9241,417878.02,Liam
20700,TM4374,W8931,2024-07-01,6873,310797.06,Róisín
20701,SS3300,A802a,2024-07-01,8085,82224.45,Ravi
20702,AI3651,R9S10,2024-07-01,5007,219456.81,Róisín
20703,OM8279,A802a,2024-07-01,11365,115582.05,Zuri
20704,MC7659,BC111d,2024-07-01,8022,507632.16,Róisín
20705,OS4150,Q28R3,2024-07-01,10968,1933987.44,Zuri
20706,SC8893,A802a,2024-07-01,9336,94947.12,Liam
20707,OI7366,BC111d,2024-07-01,10285,650834.8,Róisín
20708,MC7659,A802a,2024-07-01,12169,123758.73,Ravi
20709,OI7366,Q28R3,2024-07-01,9927,1750427.91,Harry
20710,MD4706,JQ9322,2024-07-02,8336,208316.64,Liam
20711,AM4609,BC111d,2024-07-02,9875,624890.0,Ravi
20712,AD1457,A802a,2024-07-02,175,1779.75,Ravi
20713,TM4374,JQ9322,2024-07-02,417,10420.83,Róisín
20714,SS3300,W8931,2024-07-02,258,11666.76,Ravi
20715,TM3521,W8931,2024-07-02,184,8320.48,Zuri
20716,SS3300,W8931,2024-07-02,673,30433.06,Ravi
20717,AM4609,A802a,2024-07-03,11172,113619.24,Róisín
20718,MC7659,BC111d,2024-07-03,150,9492.0,Róisín
20719,OM8279,Q28R3,2024-07-03,485,85520.05,Leslie
20720,SI4896,BC111d,2024-07-03,8775,555282.0,Róisín
20721,OI5050,A802a,2024-07-03,12528,127409.76,Róisín
20722,MC7659,W8931,2024-07-03,10402,470378.44,Leslie
20723,OM8279,R9S10,2024-07-03,8130,356337.9,Leslie
20724,TM4374,A802a,2024-07-03,23,233.91,Harry
20725,OF1425,BC111d,2024-07-03,10114,640013.92,Liam
20726,OS9656,A802a,2024-07-03,514,5227.38,Ravi
20727,SB0048,W8931,2024-07-04,9897,447542.34,Zuri
20728,AM4609,Q28R3,2024-07-04,8711,1536010.63,Róisín
20729,SC8893,A802a,2024-07-04,9099,92536.83,Róisín
20730,OM8279,JQ9322,2024-07-04,400,9996.0,Leslie
20731,AM4609,BC111d,2024-07-04,466,29488.48,Róisín
20732,MD4706,Q28R3,2024-07-04,10569,1863631.77,Róisín
20733,AH4803,A802a,2024-07-04,245,2491.65,Róisín
20734,AS7990,A802a,2024-07-04,10929,111147.93,Ravi
20735,OM8279,BC111d,2024-07-05,8473,536171.44,Zuri
20736,TM3521,R9S10,2024-07-05,7605,333327.15,Liam
20737,OI7366,EE05x,2024-07-05,273,99104.46,Ravi
20738,OI7366,A802a,2024-07-05,768,7810.56,Ravi
20739,TM4374,A802a,2024-07-05,307,3122.19,Ravi
20740,MC7659,BC111d,2024-07-05,436,27590.08,Róisín
20741,TF4085,A802a,2024-07-06,7565,76936.05,Róisín
20742,OM8279,A802a,2024-07-08,219,2227.23,Leslie
20743,MM9297,W8931,2024-07-08,8762,396217.64,Zuri
20744,OS4150,A802a,2024-07-08,10894,110791.98,Zuri
20745,QS2917,Q28R3,2024-07-08,8345,1471473.85,Róisín
20746,OI7366,A802a,2024-07-08,11762,119619.54,Liam
20747,SB9448,BC111d,2024-07-08,7999,506176.72,Leslie
20748,MC7659,W8931,2024-07-08,11418,516321.96,Róisín
20749,QS2174,A802a,2024-07-09,8230,83699.1,Liam
20750,MD4706,W8931,2024-07-09,8358,377948.76,Ravi
20751,SV2319,JQ9322,2024-07-09,11853,296206.47,Harry
20752,AR4667,A802a,2024-07-09,569,5786.73,Harry
20753,OM8279,JQ9322,2024-07-09,252,6297.48,Liam
20754,OM8279,A802a,2024-07-09,9739,99045.63,Leslie
20755,QS2174,A802a,2024-07-10,13868,141037.56,Leslie
20756,SV2319,BC111d,2024-07-10,327,20692.56,Ravi
20757,OS9656,A802a,2024-07-10,9345,95038.65,Ravi
20758,OF1425,W8931,2024-07-11,413,18675.86,Róisín
20759,DS7471,A802a,2024-07-11,371,3773.07,Leslie
20760,QS2174,EE05x,2024-07-11,9265,3363380.3,Leslie
20761,SC8893,JQ9322,2024-07-11,11220,280387.8,Ravi
20762,TF4085,BC111d,2024-07-11,315,19933.2,Róisín
20763,MC7659,A802a,2024-07-12,10206,103795.02,Ravi
20764,SB0048,JQ9322,2024-07-12,546,13644.54,Róisín
20765,OI5050,A802a,2024-07-12,593,6030.81,Ravi
20766,OI5050,A802a,2024-07-12,261,2654.37,Ravi
20767,AM4609,BC111d,2024-07-15,6643,420369.04,Zuri
20768,SI4896,W8931,2024-07-15,348,15736.56,Harry
20769,QS2174,A802a,2024-07-15,10008,101781.36,Zuri
20770,AI3651,A802a,2024-07-15,7886,80200.62,Liam
