orderid,customerid,productid,orderdate,quantity,orderamt,salesrep
27647,ZD7787,W8931,2024-02-07,335,15148.7,Gowoon
27648,CI4562,BC111d,2024-02-07,275,17402.0,Shalini
27649,RS9813,W8931,2024-02-07,269,12164.18,Ingrid
27650,MM0344,R9S10,2024-02-07,131,5741.73,Shalini
27651,TS1163,Q28R3,2024-02-07,255,44964.15,Shalini
27652,AS7573,A802a,2024-02-07,324,3295.08,Ingrid
27653,SS3811,EE05x,2024-02-07,499,181146.98,Gowoon
27654,CS5977,W8931,2024-02-07,225,10174.5,Hannah
27655,SS3811,R9S10,2024-02-07,236,10343.88,Ethan
27656,AM1674,W8931,2024-02-07,225,10174.5,Sam
27657,QS4506,A802a,2024-02-07,300,3051.0,Ingrid
27658,SC7962,R9S10,2024-02-07,207,9072.81,Hannah
27659,TC0514,A802a,2024-02-07,295,3000.15,Ingrid
27660,SC7962,BC111d,2024-02-07,376,23793.28,Hannah
27661,CS6924,JQ9322,2024-02-07,178,4448.22,Ingrid
27662,CS5977,JQ9322,2024-02-08,398,9946.02,Gowoon
27663,QS1139,W8931,2024-02-08,296,13385.12,Sam
27664,CI4562,W8931,2024-02-08,303,13701.66,Shalini
27665,SC3814,W8931,2024-02-08,286,12932.92,Shalini
27666,TS1163,R9S10,2024-02-08,83,3637.89,Ethan
27667,NF7397,EE05x,2024-02-08,274,99467.48,Sam
27668,NF7397,BC111d,2024-02-08,242,15313.76,Sam
27669,RV9064,BC111d,2024-02-08,262,16579.36,Ingrid
27670,QS4506,A802a,2024-02-08,222,2257.74,Hannah
27671,TC0514,BC111d,2024-02-08,282,17844.96,Sam
27672,MR6252,A802a,2024-02-08,257,2613.69,Hannah
27673,MM0344,A802a,2024-02-08,255,2593.35,Ethan
27674,CS8317,BC111d,2024-02-09,405,25628.4,Sam
27675,CS6924,BC111d,2024-02-09,281,17781.68,Shalini
27676,NF9938,BC111d,2024-02-09,318,20123.04,Ingrid
27677,QI5038,JQ9322,2024-02-09,512,12794.88,Ingrid
27678,TC0514,A802a,2024-02-09,236,2400.12,Ingrid
27679,RS9813,BC111d,2024-02-09,312,19743.36,Gowoon
27680,CS6924,W8931,2024-02-09,386,17454.92,Ingrid
27681,MM0344,BC111d,2024-02-09,243,15377.04,Shalini
27682,CS6924,BC111d,2024-02-09,312,19743.36,Ingrid
27683,QS1139,A802a,2024-02-09,206,2095.02,Shalini
27684,QS4506,JQ9322,2024-02-09,383,9571.17,Ingrid
27685,TM0916,Q28R3,2024-02-09,253,44611.49,Hannah
27686,ZD7787,W8931,2024-02-09,536,24237.92,Gowoon
27687,QS1139,A802a,2024-02-09,220,2237.4,Ingrid
27688,TS1163,JQ9322,2024-02-09,414,10345.86,Shalini
27689,AS7573,A802a,2024-02-09,254,2583.18,Ingrid
27690,CI4562,R9S10,2024-02-09,136,5960.88,Shalini
27691,SS3811,W8931,2024-02-09,551,24916.22,Shalini
27692,RS9813,A802a,2024-02-09,245,2491.65,Ingrid
27693,LM6201,BC111d,2024-02-09,234,14807.52,Shalini
27694,NF9938,EE05x,2024-02-10,306,111084.12,Ingrid
27695,MR7651,BC111d,2024-02-12,239,15123.92,Sam
27696,SC3814,A802a,2024-02-12,313,3183.21,Shalini
27697,QS1139,BC111d,2024-02-12,264,16705.92,Ingrid
27698,CS5977,A802a,2024-02-12,280,2847.6,Gowoon
27699,SS3811,W8931,2024-02-12,511,23107.42,Shalini
27700,ZD7787,Q28R3,2024-02-12,474,83580.42,Gowoon
27701,CS2504,JQ9322,2024-02-12,443,11070.57,Shalini
27702,CI4562,W8931,2024-02-12,301,13611.22,Shalini
27703,NR3611,A802a,2024-02-12,351,3569.67,Hannah
27704,CS6924,JQ9322,2024-02-12,500,12495.0,Ethan
27705,SC7962,W8931,2024-02-12,467,21117.74,Gowoon
27706,CS6924,Q28R3,2024-02-12,308,54309.64,Ingrid
27707,CI4562,JQ9322,2024-02-12,409,10220.91,Shalini
27708,NF9938,Q28R3,2024-02-12,317,55896.61,Ingrid
27709,QS1139,Q28R3,2024-02-12,272,47961.76,Sam
27710,CI4562,A802a,2024-02-12,279,2837.43,Hannah
27711,QS1139,R9S10,2024-02-12,497,21783.51,Ingrid
27712,MM0344,A802a,2024-02-12,322,3274.74,Hannah
27713,QI5038,W8931,2024-02-12,276,12480.72,Sam
27714,NR3611,BC111d,2024-02-12,289,18287.92,Ingrid
27715,MM0344,W8931,2024-02-13,320,14470.4,Hannah
27716,CI4562,BC111d,2024-02-13,237,14997.36,Shalini
27717,QI5038,Q28R3,2024-02-13,244,43024.52,Ingrid
27718,ZD7787,A802a,2024-02-13,491,4993.47,Gowoon
27719,NR3611,BC111d,2024-02-13,287,18161.36,Ingrid
27720,SC7962,W8931,2024-02-13,464,20982.08,Ingrid
27721,SS3811,W8931,2024-02-13,580,26227.6,Ethan
27722,AM1674,A802a,2024-02-13,349,3549.33,Ingrid
27723,CS2504,W8931,2024-02-13,392,17726.24,Ingrid
27724,QS4506,BC111d,2024-02-13,252,15946.56,Sam
27725,TS1163,W8931,2024-02-13,289,13068.58,Shalini
27726,TC0514,BC111d,2024-02-13,265,16769.2,Hannah
27727,MR6252,BC111d,2024-02-13,257,16262.96,Shalini
27728,RV9064,BC111d,2024-02-13,261,16516.08,Ingrid
27729,NR9560,BC111d,2024-02-13,327,20692.56,Ethan
27730,CS8317,Q28R3,2024-02-13,461,81288.13,Shalini
27731,SV2287,A802a,2024-02-13,272,2766.24,Shalini
27732,AS7573,BC111d,2024-02-13,276,17465.28,Ingrid
27733,SS3811,A802a,2024-02-13,595,6051.15,Shalini
27734,CS5977,W8931,2024-02-13,324,14651.28,Hannah
27735,CS6924,A802a,2024-02-14,342,3478.14,Shalini
27736,NR9560,BC111d,2024-02-14,269,17022.32,Ingrid
27737,SS3811,W8931,2024-02-14,438,19806.36,Ethan
27738,CS6924,A802a,2024-02-14,341,3467.97,Ingrid
27739,QI5038,R9S10,2024-02-14,265,11614.95,Ingrid
27740,RS9813,A802a,2024-02-14,359,3651.03,Ethan
27741,LM6201,W8931,2024-02-14,243,10988.46,Ingrid
27742,TM0916,EE05x,2024-02-14,261,94748.22,Gowoon
27743,NE6537,BC111d,2024-02-14,391,24742.48,Hannah
27744,AS0053,JQ9322,2024-02-14,217,5422.83,Gowoon
27745,AS0053,A802a,2024-02-14,505,5135.85,Gowoon
27746,TC0514,A802a,2024-02-14,322,3274.74,Sam
27747,RV9064,R9S10,2024-02-14,256,11220.48,Shalini
27748,QS1139,BC111d,2024-02-14,239,15123.92,Ingrid
27749,CI4562,R9S10,2024-02-14,246,10782.18,Shalini
27750,SS3811,JQ9322,2024-02-14,240,5997.6,Shalini
27751,TC0514,A802a,2024-02-14,357,3630.69,Ingrid
27752,CS6924,A802a,2024-02-14,339,3447.63,Shalini
27753,MR7651,BC111d,2024-02-15,248,15693.44,Ingrid
27754,SS3811,A802a,2024-02-15,506,5146.02,Ingrid
27755,NE6537,W8931,2024-02-15,332,15013.04,Gowoon
27756,TS1163,BC111d,2024-02-15,270,17085.6,Hannah
27757,QI5038,JQ9322,2024-02-15,136,3398.64,Sam
27758,AM1674,A802a,2024-02-15,280,2847.6,Sam
27759,SC3814,A802a,2024-02-15,297,3020.49,Sam
27760,CS5977,A802a,2024-02-15,314,3193.38,Sam
27761,SC3814,JQ9322,2024-02-15,150,3748.5,Ingrid
27762,SC7962,R9S10,2024-02-15,196,8590.68,Hannah
27763,NF7397,W8931,2024-02-15,222,10038.84,Shalini
27764,SC9674,W8931,2024-02-15,258,11666.76,Shalini
27765,RV9064,JQ9322,2024-02-15,140,3498.6,Ingrid
27766,SC7962,A802a,2024-02-15,423,4301.91,Hannah
27767,NR3611,Q28R3,2024-02-15,333,58717.89,Shalini
27768,TC0514,BC111d,2024-02-15,257,16262.96,Gowoon
27769,AS8179,W8931,2024-02-15,256,11576.32,Ingrid
27770,QS1139,JQ9322,2024-02-15,128,3198.72,Ingrid
27771,NF9938,A802a,2024-02-15,329,3345.93,Ethan
27772,NE6537,A802a,2024-02-15,383,3895.11,Hannah
27773,TM0916,W8931,2024-02-15,215,9722.3,Ingrid
27774,QS1139,BC111d,2024-02-15,246,15566.88,Sam
27775,QS4506,A802a,2024-02-16,247,2511.99,Gowoon
27776,CS5977,Q28R3,2024-02-16,303,53427.99,Ingrid
27777,MM0344,W8931,2024-02-16,304,13746.88,Sam
27778,QS1139,W8931,2024-02-16,319,14425.18,Shalini
27779,AM1674,A802a,2024-02-16,252,2562.84,Ingrid
27780,CS6924,BC111d,2024-02-16,312,19743.36,Gowoon
27781,ZH3981,A802a,2024-02-16,421,4281.57,Gowoon
27782,RV9064,A802a,2024-02-16,232,2359.44,Shalini
27783,CS5977,A802a,2024-02-16,231,2349.27,Ingrid
27784,SV2287,BC111d,2024-02-16,263,16642.64,Ingrid
27785,NF7397,W8931,2024-02-16,294,13294.68,Shalini
27786,CS6924,W8931,2024-02-16,344,15555.68,Ethan
27787,AS0053,A802a,2024-02-16,375,3813.75,Hannah
27788,ZF8085,EE05x,2024-02-16,264,95837.28,Ingrid
27789,SS3811,BC111d,2024-02-16,493,31197.04,Sam
27790,TC0514,W8931,2024-02-16,275,12435.5,Gowoon
27791,QS4506,Q28R3,2024-02-16,284,50077.72,Hannah
27792,TC0514,BC111d,2024-02-16,261,16516.08,Gowoon
27793,ZF8085,BC111d,2024-02-16,230,14554.4,Ingrid
27794,CS8317,BC111d,2024-02-17,428,27083.84,Ethan
27795,ZH3981,A802a,2024-02-17,331,3366.27,Shalini
27796,AS0053,A802a,2024-02-18,370,3762.9,Gowoon
27797,TM0916,W8931,2024-02-19,218,9857.96,Sam
27798,CS2504,A802a,2024-02-19,303,3081.51,Ingrid
27799,ZD7787,BC111d,2024-02-19,363,22970.64,Gowoon
27800,QD2621,R9S10,2024-02-19,754,33047.82,Hannah
27801,SC3814,W8931,2024-02-19,224,10129.28,Sam
27802,CS8317,W8931,2024-02-19,408,18449.76,Ethan
27803,MM0344,A802a,2024-02-19,255,2593.35,Ethan
27804,QI5038,Q28R3,2024-02-19,262,46198.46,Hannah
27805,SC7962,BC111d,2024-02-19,441,27906.48,Hannah
27806,CS5977,A802a,2024-02-19,234,2379.78,Ingrid
27807,ZD7787,A802a,2024-02-19,420,4271.4,Sam
27808,ZD7787,W8931,2024-02-19,325,14696.5,Gowoon
27809,TC0514,BC111d,2024-02-19,247,15630.16,Ingrid
27810,CS6924,BC111d,2024-02-19,281,17781.68,Ingrid
27811,TC0514,Q28R3,2024-02-19,257,45316.81,Ingrid
27812,LM6201,A802a,2024-02-19,264,2684.88,Ingrid
27813,TS1163,W8931,2024-02-19,190,8591.8,Hannah
27814,AM1674,BC111d,2024-02-19,248,15693.44,Ingrid
27815,AM1674,Q28R3,2024-02-19,271,47785.43,Shalini
27816,CS5977,A802a,2024-02-19,243,2471.31,Sam
27817,NR9560,W8931,2024-02-19,280,12661.6,Ethan
27818,SC7962,A802a,2024-02-20,462,4698.54,Hannah
27819,AM1674,A802a,2024-02-20,300,3051.0,Hannah
27820,NE6537,JQ9322,2024-02-20,602,15043.98,Gowoon
27821,SS3811,JQ9322,2024-02-20,727,18167.73,Ethan
27822,CS6924,BC111d,2024-02-20,314,19869.92,Ingrid
27823,QI5038,A802a,2024-02-20,348,3539.16,Ingrid
27824,SS3811,A802a,2024-02-20,565,5746.05,Ethan
27825,SC7962,JQ9322,2024-02-20,686,17143.14,Ingrid
27826,NF7397,A802a,2024-02-20,335,3406.95,Ingrid
27827,CS8317,A802a,2024-02-20,549,5583.33,Ingrid
27828,RS9813,A802a,2024-02-20,384,3905.28,Ingrid
27829,ZH3981,A802a,2024-02-20,500,5085.0,Hannah
27830,SC3814,BC111d,2024-02-20,255,16136.4,Sam
27831,SS3811,W8931,2024-02-20,535,24192.7,Shalini
27832,QS4506,A802a,2024-02-20,272,2766.24,Ingrid
27833,ZD7787,BC111d,2024-02-20,404,25565.12,Hannah
27834,TM0916,BC111d,2024-02-20,230,14554.4,Ingrid
27835,SS3811,A802a,2024-02-20,490,4983.3,Ethan
27836,ZD7787,W8931,2024-02-21,513,23197.86,Gowoon
27837,CI4562,JQ9322,2024-02-21,377,9421.23,Shalini
27838,TC0514,BC111d,2024-02-21,252,15946.56,Ingrid
27839,CI9891,R9S10,2024-02-21,392,17181.36,Gowoon
27840,SC3814,W8931,2024-02-21,326,14741.72,Sam
27841,TC0514,Q28R3,2024-02-21,258,45493.14,Shalini
27842,SV2287,A802a,2024-02-21,343,3488.31,Ingrid
27843,SC7962,A802a,2024-02-21,510,5186.7,Hannah
27844,SC7962,W8931,2024-02-21,520,23514.4,Hannah
27845,AM1674,W8931,2024-02-21,300,13566.0,Shalini
27846,RV9064,BC111d,2024-02-21,250,15820.0,Ingrid
27847,SC3814,BC111d,2024-02-21,269,17022.32,Gowoon
27848,CS8317,A802a,2024-02-21,614,6244.38,Ethan
27849,SC9674,BC111d,2024-02-21,278,17591.84,Ingrid
27850,QI5038,A802a,2024-02-21,316,3213.72,Hannah
27851,ZD7787,A802a,2024-02-22,469,4769.73,Gowoon
27852,SS3811,Q28R3,2024-02-22,467,82346.11,Shalini
27853,SS3811,A802a,2024-02-22,518,5268.06,Ethan
27854,RS9813,A802a,2024-02-22,363,3691.71,Ethan
27855,TM0916,JQ9322,2024-02-22,139,3473.61,Ingrid
27856,MR7651,A802a,2024-02-22,302,3071.34,Sam
27857,SC3814,W8931,2024-02-22,249,11259.78,Sam
27858,QD2621,A802a,2024-02-22,491,4993.47,Hannah
27859,NE6537,A802a,2024-02-22,511,5196.87,Ethan
27860,CI4562,A802a,2024-02-22,305,3101.85,Ethan
27861,NE6537,BC111d,2024-02-22,371,23476.88,Gowoon
27862,NR3611,EE05x,2024-02-22,300,108906.0,Ingrid
27863,NF7397,A802a,2024-02-22,295,3000.15,Gowoon
27864,RV9064,R9S10,2024-02-22,254,11132.82,Gowoon
27865,CS2504,W8931,2024-02-22,287,12978.14,Ingrid
27866,TS1163,Q28R3,2024-02-22,273,48138.09,Hannah
27867,CS8317,BC111d,2024-02-22,483,30564.24,Ethan
27868,CS2504,Q28R3,2024-02-22,340,59952.2,Ingrid
27869,QD2621,A802a,2024-02-22,450,4576.5,Hannah
27870,NF7397,A802a,2024-02-22,328,3335.76,Gowoon
27871,CS5977,W8931,2024-02-22,254,11485.88,Sam
27872,QD2621,A802a,2024-02-23,429,4362.93,Hannah
27873,RV9064,A802a,2024-02-23,286,2908.62,Shalini
27874,TS1163,BC111d,2024-02-23,227,14364.56,Hannah
27875,RS9813,JQ9322,2024-02-23,179,4473.21,Ingrid
27876,MR6252,BC111d,2024-02-23,259,16389.52,Shalini
27877,CS5977,A802a,2024-02-23,266,2705.22,Shalini
27878,TC0514,BC111d,2024-02-23,243,15377.04,Hannah
27879,CS8317,Q28R3,2024-02-23,437,77056.21,Shalini
27880,CI4562,A802a,2024-02-23,275,2796.75,Ingrid
27881,CI4562,W8931,2024-02-23,217,9812.74,Hannah
27882,RS9813,BC111d,2024-02-23,269,17022.32,Ingrid
27883,TS1163,Q28R3,2024-02-23,285,50254.05,Hannah
27884,RS9813,W8931,2024-02-23,277,12525.94,Ethan
27885,QS4506,Q28R3,2024-02-23,272,47961.76,Gowoon
27886,SC7962,BC111d,2024-02-23,390,24679.2,Hannah
27887,QI5038,JQ9322,2024-02-23,146,3648.54,Sam
27888,TC0514,W8931,2024-02-23,223,10084.06,Ingrid
27889,SC7962,A802a,2024-02-23,413,4200.21,Gowoon
27890,NE6537,A802a,2024-02-23,410,4169.7,Shalini
27891,CI4562,W8931,2024-02-24,290,13113.8,Ethan
27892,SV2287,A802a,2024-02-24,243,2471.31,Ingrid
27893,AM1674,BC111d,2024-02-25,252,15946.56,Sam
27894,TS1163,BC111d,2024-02-25,255,16136.4,Shalini
27895,AM1674,W8931,2024-02-25,293,13249.46,Sam
27896,CS6924,JQ9322,2024-02-26,158,3948.42,Ingrid
27897,CS8317,JQ9322,2024-02-26,234,5847.66,Ethan
27898,AM1674,A802a,2024-02-26,263,2674.71,Ingrid
27899,CS5977,BC111d,2024-02-26,246,15566.88,Sam
27900,AM1674,W8931,2024-02-26,254,11485.88,Shalini
27901,TC0514,BC111d,2024-02-26,293,18541.04,Hannah
27902,NF7397,BC111d,2024-02-26,254,16073.12,Ingrid
27903,SC9674,A802a,2024-02-26,264,2684.88,Ingrid
27904,TC0514,Q28R3,2024-02-26,257,45316.81,Ingrid
27905,SC3814,JQ9322,2024-02-26,143,3573.57,Sam
27906,ZD7787,BC111d,2024-02-26,369,23350.32,Gowoon
27907,AM1674,A802a,2024-02-26,235,2389.95,Ingrid
27908,MM0344,A802a,2024-02-26,223,2267.91,Ingrid
27909,SC7962,W8931,2024-02-26,388,17545.36,Shalini
27910,TM0916,Q28R3,2024-02-26,250,44082.5,Sam
27911,CI4562,W8931,2024-02-26,269,12164.18,Sam
27912,TC0514,JQ9322,2024-02-26,129,3223.71,Hannah
27913,TC0514,BC111d,2024-02-26,233,14744.24,Ingrid
27914,NM1588,A802a,2024-02-26,246,2501.82,Ethan
27915,NF7397,W8931,2024-02-26,242,10943.24,Ingrid
27916,CS8317,A802a,2024-02-26,417,4240.89,Shalini
27917,TM0916,BC111d,2024-02-26,264,16705.92,Shalini
27918,SC3814,BC111d,2024-02-27,258,16326.24,Gowoon
27919,NE6537,JQ9322,2024-02-27,193,4823.07,Gowoon
27920,AM1674,A802a,2024-02-27,276,2806.92,Ingrid
27921,ZH3981,A802a,2024-02-27,416,4230.72,Hannah
27922,ZD7787,BC111d,2024-02-27,388,24552.64,Hannah
27923,CS8317,W8931,2024-02-27,396,17907.12,Sam
27924,SC9674,A802a,2024-02-27,279,2837.43,Ethan
27925,CS5977,A802a,2024-02-27,269,2735.73,Shalini
27926,TS1163,W8931,2024-02-27,205,9270.1,Sam
27927,CS5977,BC111d,2024-02-27,247,15630.16,Shalini
27928,SC7962,A802a,2024-02-27,423,4301.91,Ingrid
27929,CI4562,W8931,2024-02-27,237,10717.14,Shalini
27930,SC9674,W8931,2024-02-27,246,11124.12,Shalini
27931,QS1139,W8931,2024-02-27,242,10943.24,Ingrid
27932,QI5038,BC111d,2024-02-27,265,16769.2,Gowoon
27933,NF7397,W8931,2024-02-27,217,9812.74,Sam
27934,AS8179,BC111d,2024-02-27,272,17212.16,Ingrid
27935,ZD7787,BC111d,2024-02-27,363,22970.64,Gowoon
27936,NF9938,Q28R3,2024-02-27,320,56425.6,Ingrid
27937,QS4506,W8931,2024-02-27,213,9631.86,Ingrid
27938,AM1674,A802a,2024-02-27,284,2888.28,Ingrid
27939,TS1163,A802a,2024-02-28,294,2989.98,Sam
27940,ZD7787,Q28R3,2024-02-28,407,71766.31,Sam
27941,AS0053,W8931,2024-02-28,473,21389.06,Sam
27942,AS0053,BC111d,2024-02-28,380,24046.4,Gowoon
27943,ZD7787,A802a,2024-02-28,483,4912.11,Gowoon
27944,SC3814,W8931,2024-02-28,312,14108.64,Shalini
27945,SC3814,Q28R3,2024-02-28,274,48314.42,Hannah
27946,SC3814,JQ9322,2024-02-28,417,10420.83,Ingrid
27947,CS8317,JQ9322,2024-02-28,750,18742.5,Shalini
27948,CS5977,JQ9322,2024-02-28,373,9321.27,Sam
27949,NR3611,A802a,2024-02-28,362,3681.54,Ingrid
27950,CI9891,W8931,2024-02-28,298,13475.56,Ingrid
27951,ZD7787,Q28R3,2024-02-28,452,79701.16,Shalini
27952,CS8317,A802a,2024-02-28,566,5756.22,Ethan
27953,TC0514,Q28R3,2024-02-28,269,47432.77,Gowoon
27954,RS9813,W8931,2024-02-28,363,16414.86,Hannah
27955,QI5038,BC111d,2024-02-28,247,15630.16,Ingrid
27956,ZD7787,W8931,2024-02-28,473,21389.06,Gowoon
27957,CS2504,W8931,2024-02-29,365,16505.3,Gowoon
27958,QS1139,A802a,2024-02-29,335,3406.95,Ingrid
27959,CI4562,W8931,2024-02-29,314,14199.08,Shalini
27960,CS6924,BC111d,2024-02-29,318,20123.04,Ethan
27961,MM0344,W8931,2024-02-29,358,16188.76,Ethan
27962,ZD7787,Q28R3,2024-02-29,451,79524.83,Gowoon
27963,CI4562,A802a,2024-02-29,355,3610.35,Ethan
27964,MM0344,A802a,2024-02-29,297,3020.49,Shalini
27965,QI5038,W8931,2024-02-29,294,13294.68,Sam
27966,CI4562,A802a,2024-02-29,320,3254.4,Shalini
27967,SC9674,A802a,2024-02-29,378,3844.26,Ethan
27968,QS1139,A802a,2024-02-29,322,3274.74,Sam
27969,NE6537,W8931,2024-02-29,443,20032.46,Gowoon
27970,AM1674,Q28R3,2024-02-29,290,51135.7,Shalini
27971,CI4562,A802a,2024-02-29,367,3732.39,Ingrid
27972,TC0514,A802a,2024-02-29,350,3559.5,Ingrid
27973,QI5038,A802a,2024-02-29,346,3518.82,Hannah
27974,MR6252,BC111d,2024-02-29,254,16073.12,Ingrid
27975,NF7397,A802a,2024-02-29,310,3152.7,Ingrid
27976,NR3611,Q28R3,2024-02-29,316,55720.28,Ingrid
27977,CS5977,W8931,2024-03-01,278,12571.16,Sam
27978,CS8317,BC111d,2024-03-01,439,27779.92,Ethan
27979,SV2287,W8931,2024-03-01,241,10898.02,Sam
27980,SC7962,A802a,2024-03-01,528,5369.76,Gowoon
27981,SC9674,A802a,2024-03-01,388,3945.96,Ethan
27982,AS0053,BC111d,2024-03-01,376,23793.28,Sam
27983,CS6924,R9S10,2024-03-01,269,11790.27,Ingrid
27984,LM6201,A802a,2024-03-01,305,3101.85,Ingrid
27985,CS2504,R9S10,2024-03-01,275,12053.25,Ingrid
27986,SV2287,A802a,2024-03-01,334,3396.78,Sam
27987,AM1674,BC111d,2024-03-01,239,15123.92,Shalini
27988,CS5977,A802a,2024-03-01,334,3396.78,Shalini
27989,CS6924,W8931,2024-03-01,289,13068.58,Ingrid
27990,CS8317,A802a,2024-03-01,638,6488.46,Ethan
27991,QS1139,BC111d,2024-03-01,255,16136.4,Sam
27992,CI9891,A802a,2024-03-01,312,3173.04,Hannah
27993,SC7962,A802a,2024-03-01,513,5217.21,Hannah
27994,SC9674,A802a,2024-03-01,356,3620.52,Ingrid
27995,CS8317,BC111d,2024-03-01,402,25438.56,Ethan
27996,QS1139,A802a,2024-03-02,273,2776.41,Gowoon
27997,TC0514,A802a,2024-03-04,214,2176.38,Ingrid
27998,TS1163,R9S10,2024-03-04,153,6705.99,Ingrid
27999,CS8317,A802a,2024-03-04,389,3956.13,Ingrid
28000,SC9674,BC111d,2024-03-04,255,16136.4,Ingrid
28001,QS1139,Q28R3,2024-03-04,266,46903.78,Ingrid
28002,MM0344,BC111d,2024-03-04,253,16009.84,Hannah
28003,MM0344,A802a,2024-03-04,219,2227.23,Shalini
28004,CS8317,A802a,2024-03-04,381,3874.77,Gowoon
28005,NF7397,JQ9322,2024-03-04,393,9821.07,Sam
28006,QS1139,BC111d,2024-03-04,238,15060.64,Hannah
28007,AS0053,BC111d,2024-03-04,395,24995.6,Shalini
28008,CS6924,W8931,2024-03-04,372,16821.84,Ingrid
28009,RV9064,A802a,2024-03-04,206,2095.02,Sam
28010,NF7397,A802a,2024-03-04,221,2247.57,Hannah
28011,CS8317,Q28R3,2024-03-04,495,87283.35,Gowoon
28012,AM1674,A802a,2024-03-04,215,2186.55,Shalini
28013,QS1139,Q28R3,2024-03-04,310,54662.3,Sam
28014,RS9813,A802a,2024-03-04,250,2542.5,Hannah
28015,QS1139,W8931,2024-03-04,315,14244.3,Shalini
28016,SC7962,JQ9322,2024-03-04,609,15218.91,Ingrid
28017,TC0514,BC111d,2024-03-05,235,14870.8,Ingrid
28018,CS5977,W8931,2024-03-05,257,11621.54,Ingrid
28019,RS9813,A802a,2024-03-05,256,2603.52,Ingrid
28020,QS1139,A802a,2024-03-05,223,2267.91,Sam
28021,CS2504,JQ9322,2024-03-05,142,3548.58,Ingrid
28022,NF7397,A802a,2024-03-05,217,2206.89,Sam
28023,AM1674,W8931,2024-03-05,222,10038.84,Sam
28024,CS8317,BC111d,2024-03-05,436,27590.08,Ingrid
28025,CS8317,BC111d,2024-03-05,471,29804.88,Shalini
28026,SS3811,A802a,2024-03-05,418,4251.06,Shalini
28027,SS3811,A802a,2024-03-05,451,4586.67,Ethan
28028,CI4562,JQ9322,2024-03-05,132,3298.68,Ingrid
28029,SV2287,BC111d,2024-03-05,257,16262.96,Shalini
28030,SS3811,JQ9322,2024-03-05,252,6297.48,Ethan
28031,NM1588,A802a,2024-03-05,229,2328.93,Shalini
28032,QS1139,JQ9322,2024-03-05,127,3173.73,Ingrid
28033,SC9674,W8931,2024-03-05,286,12932.92,Ethan
28034,SS3811,W8931,2024-03-05,483,21841.26,Sam
28035,MM0344,BC111d,2024-03-05,250,15820.0,Hannah
28036,CI4562,A802a,2024-03-05,222,2257.74,Ethan
28037,CI4562,JQ9322,2024-03-05,131,3273.69,Sam
28038,TM0916,BC111d,2024-03-06,237,14997.36,Shalini
28039,AM1674,W8931,2024-03-06,230,10400.6,Hannah
28040,RS9813,Q28R3,2024-03-06,322,56778.26,Hannah
28041,CS5977,BC111d,2024-03-06,247,15630.16,Ingrid
28042,TM0916,A802a,2024-03-06,276,2806.92,Ingrid
28043,CS8317,Q28R3,2024-03-06,445,78466.85,Sam
28044,SC3814,R9S10,2024-03-06,436,19109.88,Sam
28045,CS6924,W8931,2024-03-06,252,11395.44,Shalini
28046,ZD7787,A802a,2024-03-06,495,5034.15,Gowoon
28047,QS1139,W8931,2024-03-06,225,10174.5,Shalini
28048,QS1139,BC111d,2024-03-06,241,15250.48,Sam
28049,NR3611,R9S10,2024-03-06,460,20161.8,Ethan
28050,AS8179,A802a,2024-03-06,334,3396.78,Hannah
28051,QS1139,BC111d,2024-03-06,244,15440.32,Gowoon
28052,CS5977,JQ9322,2024-03-06,143,3573.57,Shalini
28053,CI4562,W8931,2024-03-06,228,10310.16,Hannah
28054,SC9674,EE05x,2024-03-06,327,118707.54,Gowoon
28055,SC9674,A802a,2024-03-06,322,3274.74,Ethan
28056,TC0514,W8931,2024-03-06,224,10129.28,Sam
28057,MR6252,W8931,2024-03-07,299,13520.78,Sam
28058,AM1674,JQ9322,2024-03-07,423,10570.77,Ingrid
28059,SC3814,A802a,2024-03-07,313,3183.21,Sam
28060,SS3811,A802a,2024-03-07,566,5756.22,Ethan
28061,CS6924,A802a,2024-03-07,379,3854.43,Gowoon
28062,NR3611,A802a,2024-03-07,357,3630.69,Ethan
28063,AM1674,JQ9322,2024-03-07,397,9921.03,Ingrid
28064,AV1169,R9S10,2024-03-07,452,19811.16,Shalini
28065,SS3811,A802a,2024-03-07,577,5868.09,Ethan
28066,SC3814,A802a,2024-03-07,275,2796.75,Ingrid
28067,ZH3981,R9S10,2024-03-07,648,28401.84,Ingrid
28068,QS1139,JQ9322,2024-03-07,439,10970.61,Ingrid
28069,TC0514,W8931,2024-03-07,323,14606.06,Ingrid
28070,QV5573,Q28R3,2024-03-07,251,44258.83,Shalini
28071,QS4506,W8931,2024-03-07,298,13475.56,Shalini
28072,TC0514,A802a,2024-03-07,300,3051.0,Shalini
28073,RS9813,EE05x,2024-03-07,310,112536.2,Ethan
28074,QS1139,R9S10,2024-03-07,464,20337.12,Hannah
28075,NE6537,Q28R3,2024-03-07,384,67710.72,Gowoon
28076,QS1139,A802a,2024-03-07,287,2918.79,Sam
28077,TC0514,A802a,2024-03-07,302,3071.34,Ingrid
28078,ZD7787,BC111d,2024-03-07,392,24805.76,Gowoon
28079,QI5038,W8931,2024-03-07,277,12525.94,Shalini
28080,TM0916,JQ9322,2024-03-08,410,10245.9,Sam
28081,SS3811,A802a,2024-03-08,571,5807.07,Ingrid
28082,QS1139,BC111d,2024-03-08,243,15377.04,Ingrid
